Date,AAPL,ADBE,ADI,ADSK,AMAT,AMD,AMOV,AMX,ANET,ANSS,APH,APP,ASML,ASX,AVGO,AZPN,BIDU,BILI,BILL,BKI,BSY,CDNS,CDW,CHKP,CHT,CMCSA,COIN,CRM,CRWD,CSCO,CTSH,CTXS,DDOG,DELL,DOCU,DOX,DT,ENPH,ENTG,EPAM,ERIC,FICO,FLT,FTNT,GDDY,GLW,GOOG,GOOGL,HPE,HPQ,HUBS,IBM,INFY,INTC,INTU,JKHY,KLAC,LBTYA,LBTYB,LBTYK,LDOS,LRCX,LUMN,MCHP,MDB,META,MPWR,MRVL,MSFT,MSI,MTCH,MU,NET,NICE,NLOK,NOC,NOK,NOW,NTAP,NVDA,NXPI,OKTA,ON,ORAN,ORCL,PANW,PATH,PAYC,PCTY,PINS,PLTR,PTC,QCOM,RBLX,ROKU,SAP,SE,SEDG,SNAP,SNOW,SNPS,SPLK,SQ,SSNC,STM,STX,SWKS,TEAM,TEF,TEL,TLK,TMUS,TSM,TTD,TTWO,TWTR,TXN,TYL,U,UBER,UI,UMC,VIV,VMW,VOD,VRSN,VZ,WBD,WDAY,WDC,WIT,ZBRA,ZI,ZM,ZS
2017-06-01,36.45970154,141.3800049,75.45619202,113.0299988,43.52913284,10.93000031,14.2112112,14.40334988,37.13000107,127.8600006,35.74127197,,128.9925995,5.110581398,200.1668854,62.18000031,187.2599945,,,39.65000153,,34.97999954,58.36326599,111.5899963,29.40130997,38.26460648,,90.05000305,,27.89459229,64.1107254,80.08789825,,19.44298935,,61.14715576,,0.779999971,24.60815239,86.45999908,6.923157215,133.9400024,147.6000061,7.842000008,41.56000137,26.24454117,48.34749985,49.41450119,11.69427681,16.44783401,73.84999847,115.6303253,6.686763763,32.69465637,136.6439819,100.518959,95.96793365,31.35000038,31.64999962,30.19000053,51.9268074,145.5801544,23.23968697,36.8707428,,151.5299988,94.8850174,16.99460411,66.19557953,79.07457733,18.44512177,30.76000023,,79.72000122,16.32635307,238.5894623,6.104641914,106.5100021,35.22958374,35.7136879,105.3946991,25.29999924,15.57999992,13.21512508,42.39640427,138.9900055,,67.11000061,48.29999924,,,57.79000092,51.49266815,,,100.8758087,,18.45000076,21.34000015,,74.93000031,61.59999847,23.22999954,36.89091873,15.57518959,34.42050934,101.1338348,36.50999832,8.044864655,72.88749695,29.58161926,67.90000153,30.69736862,5.495999813,78.12000275,18.53000069,72.8671875,171.4400024,,,47.14136124,1.692898631,10.11688042,66.36998749,22.87213707,92.27999878,37.62972641,26.73999977,101.5,82.5739212,5.389501095,108.1399994,,,
2017-06-02,36.99999619,143.4799957,74.26303864,112.9100037,44.2861557,10.89999962,14.12199974,14.27833843,38.06499863,129.4900055,35.94582367,,129.8505707,5.134650707,217.1809235,63.04999924,187.6000061,,,40.25,,35.27000046,58.4778595,112.8600006,29.36056328,38.56771088,,90.86000061,,28.03485489,64.18683624,80.63883209,,19.15392685,,61.33267212,,0.819999993,25.24163055,85.51000214,6.979750156,138.2400055,148.3500061,7.809999943,41.95999908,26.26222992,48.77999878,49.80599976,11.61417675,16.47387123,74.55000305,115.1607666,6.634317875,32.8757019,138.0749512,100.633728,97.00321198,31.75,31.64999962,30.60000038,51.53991318,147.720459,23.23968697,37.27290344,,153.6100006,97.01198578,16.81299782,67.76313782,79.97944641,18.4641571,31.20999908,,80.41000366,16.18644524,239.4322205,6.161079884,107.3000031,35.05170059,35.53556442,105.2307892,24.93000031,15.85999966,13.3365736,42.27604294,138.1100006,,67.87000275,48.79999924,,,59.06999969,51.45753098,,,102.2695236,,18.39999962,21.09000015,,75.81999969,62.50999832,23.20000076,37.51190567,15.96575737,34.69343185,101.8288422,36.74000168,8.123664856,72.56787872,29.59950829,68.31999969,30.94541359,5.696000099,77.65000153,18.30999947,72.99236298,173.2799988,,,47.39376068,1.692898631,10.14500141,64.97990417,22.95578194,92.55000305,37.57308578,26.48999977,104.4100037,82.51080322,5.335211754,107.75,,,
2017-06-05,36.6382103,143.5899963,72.28045654,110.8799973,44.21046066,11.23999977,14.56805134,14.61766052,38.58250046,129.5399933,35.96009827,,128.3659821,5.198832989,215.2013702,62.68999863,187.3099976,,,39.5,,35.52000046,58.4778595,113.4700012,29.37686157,38.38401794,,91.37999725,,27.84199333,64.27244568,80.53250885,,18.69367027,,60.97091675,,0.779999971,25.38781166,84.73999786,6.894861221,136.5700073,150.1600037,7.874000072,42.34999847,26.12954903,49.18399811,50.19400024,11.4539814,16.3176384,75.19999695,115.4333954,6.656169891,32.89379501,137.9202118,100.3850708,97.47962189,31.43000031,31.64999962,30.29000092,51.47542572,149.5869141,23.22172165,37.34803391,,153.6300049,97.21409607,16.75564957,68.25415039,80.61655426,18.22621727,31.20999908,,80.69999695,16.22151375,236.7371216,6.151673317,107.4300003,34.66925812,36.61667633,105.2982941,24.61000061,16.11000061,13.21512508,42.51676559,140.5200043,,68.31999969,49.15999985,,,58.86999893,51.70348358,,,101.9305191,,18.5,20.20999908,,75.76000214,62.56000137,23.38999939,37.79329681,15.74665546,33.77833939,101.5752563,36.86000061,8.102172852,72.94229126,29.46533203,67.40000153,31.12503052,5.568999767,77.31999969,18.22999954,73.22486115,174,,,48.83052826,1.692898631,9.990330696,62.62220001,22.94817734,92.51999664,37.51646042,26.20999908,102.8700027,80.61754608,5.40924263,105.9000015,,,
2017-06-06,36.76197815,143.0299988,73.51955414,111.4499969,44.06850433,12.02999973,14.32718468,14.61766052,38.83750153,128.3999939,35.94106293,,127.8454285,5.190810204,216.6092529,62.33000183,185.75,,,39.29999924,,35.40999985,58.62109756,113.7099991,29.35241508,38.31971359,,91.09999847,,27.66666412,64.12975311,80.07822418,,18.83960533,,60.80394363,,0.75999999,25.58273315,83.44000244,6.828835964,135.7200012,146.8500061,7.81799984,42.27999878,26.15608215,48.82849884,49.83399963,11.36720943,15.84893608,75.25,115.4031372,6.813506126,32.70371246,136.9340668,99.06535339,98.76224518,30.20000076,31.64999962,29.18000031,51.521492,150.2588501,23.21273804,37.64855576,,152.8099976,97.04084778,17.02327538,68.48078918,80.75505066,18.42608833,31.56999969,,80.86000061,16.32940674,234.4958191,6.076423645,107.8700027,34.42021561,36.4509201,104.9415741,24.85000038,16.09000015,13.07090473,42.22974396,139.1399994,,68.15000153,48.50999832,,,59.25999832,51.12373352,,,101.3654861,,18.45000076,20.36000061,,75.80999756,62.86999893,24.20999908,37.64775085,15.59424114,33.62582016,101.302887,37.70999908,8.123664856,72.53135681,29.24170303,66.11000061,31.15925217,5.584000111,77.66000366,17.56999969,73.51993561,171.5200043,,,48.68490982,1.692898631,10.02548409,62.74485397,22.91015625,92.06999969,37.57308578,26.15999985,102.6600037,81.08634186,5.399372101,105.2399979,,,
2017-06-07,36.98096085,143.6199951,74.60873413,111.1699982,44.72144318,12.38000011,14.52344799,14.65337658,39.01250076,128.3399963,36.11709213,,129.1661072,5.126626968,216.9676056,61.70000076,187.5299988,,,38.5,,35.34999847,59.22267532,114.9499969,29.24647713,38.4758606,,91.38999939,,27.71050072,63.70166016,80.48418427,,19.03605652,,60.67408371,,0.769999981,25.72891808,83.54000092,6.791108131,134.6199951,145.5800018,7.840000153,42.79000092,26.08531952,49.04700089,50.07500076,11.37388706,15.83157825,76.19999695,114.3503723,6.699873924,32.8213768,137.2627869,99.42874146,99.55929565,30.04999924,31.64999962,28.98999977,51.28198624,151.4627228,23.16782379,38.13910675,,153.1199951,97.96476746,16.93725204,68.35803986,79.57318115,18.35946465,32.5,,80.18000031,16.32940674,235.8665314,6.151673317,108.1900024,34.92718506,36.89126968,105.2886505,25.69000053,16.25,13.07323933,42.03531265,140.0299988,,68.63999939,48.88000107,,,59.22000122,50.53519821,,,101.2148209,,18.29999924,19.55999947,,76.06999969,61.52999878,24.29000092,37.29843521,16.13722992,33.66595459,102.8244171,36.86999893,8.116501808,72.80529022,29.16119576,65.91999817,31.1849041,5.438000202,79.76999664,17.44000053,74.11903381,170.9499969,,,48.43250275,1.660185575,10.05360603,63.26954269,22.92042732,92.26000214,37.62164307,26.40999985,102.5,81.07733917,5.359888077,106.5699997,,,
2017-06-08,36.89050674,142.6300049,76.09481812,111.1200027,44.8823204,12.89999962,14.46099758,14.56408215,39.31750107,126.9599991,36.24077606,,130.1493683,5.126626968,217.5393066,62.02000046,185.75,,,38.54999924,,35.43999863,59.81472015,115.4700012,29.36871529,37.60328293,,91.25,,27.71050072,63.61603928,80.42619324,,18.26989937,,60.48856735,,0.790000021,25.97256088,83.72000122,6.857131958,134.2299957,145.4799957,7.903999805,43.59000015,25.9172554,49.17050171,50.2140007,11.38055897,15.86629868,78,115.1986313,6.673651695,33.02052307,137.9782867,99.36181641,99.79750061,29.86000061,31.64999962,28.87999916,51.33725357,153.9544067,23.33850288,38.38658524,,154.7100067,99.46616364,17.05194855,67.9425354,80.00715637,18.1881485,32.45000076,,80.55000305,16.24308777,237.2280121,6.132860661,109.6800003,35.58535004,39.5680809,105.3079376,27.14999962,16.64999962,12.95651436,42.05381775,139.2200012,,69.01000214,48.70000076,,,59.68999863,51.05346298,,,101.2619019,,19.29999924,18.85000038,,76.12000275,61.41999817,24.78000069,37.50221252,16.51827049,34.33220673,104.2613907,37.20999908,8.109337807,73.00621033,29.15225029,65.69000244,31.50137138,5.544000149,79.31999969,17.59000015,75.41560364,171.0200043,,,49.30621338,1.66836381,10.06063843,61.74317169,22.65188599,92.94999695,37.37082672,26.06999969,102.8399963,82.06003571,5.335211754,108.0299988,,,
2017-06-09,35.46001816,138.0500031,72.550354,105.9499969,42.33681107,12.27999973,14.44315624,14.54622459,37.36500168,124.5199966,36.04097748,,125.3486786,4.990237713,207.6329193,58.40000153,181.0700073,,,38.40000153,,34.72000122,58.04816818,110.8000031,29.11609459,37.37366867,,87.26999664,,27.50010681,63.08328629,75.69979858,,17.55706406,,60.37724304,,0.779999971,25.14416885,81.95999908,6.734515667,133.1000061,143.9400024,7.464000225,42.38999939,25.60766792,47.49150085,48.50600052,11.34051037,15.44967937,71.09999847,116.7133789,6.533798218,32.32353973,135.561142,98.75931549,93.43018341,29.35000038,31.64999962,28.23999977,51.00563812,147.2445221,23.45528603,36.89284134,,149.6000061,94.24982452,16.49757195,66.40333557,79.5639267,17.57901955,30.60000038,,78.31999969,16.02730751,237.7373657,6.019986153,103.7399979,35.14953232,37.01003647,104.6812744,25.09000015,16.10000038,12.88647842,41.69273376,134.0399933,,65.55999756,45.84999847,,,56.99000168,50.11355972,,,99.87759399,,19.04999924,18.07999992,,74.93000031,58.27000046,23.03000069,36.12437439,15.75618744,34.01111984,100.50457,34.61999893,8.016207695,72.67745972,29.06280327,63.84000015,30.61183739,5.136000156,75.30000305,16.89999962,72.33961487,166.1699982,,,47.88886642,1.635650873,9.751293182,59.71254349,22.47812843,92.33000183,37.79963684,26.10000038,97.97000122,77.54322815,5.157535076,106.0899963,,,
2017-06-12,34.6126709,137.25,73.60263824,107.4400024,41.95829391,12.09000015,14.44315624,14.53729534,37.43999863,122.4000015,35.8792305,,124.432869,4.926054955,207.0612335,56.77999878,180.0599976,,,38.5,,34.22999954,58.22959137,109.6600037,29.0997982,37.63084412,,86.18000031,,27.39490891,63.06426239,78.1451416,,17.46725845,,59.82995987,,0.769999981,24.26704979,81.48000336,6.762811661,134.1499939,142.7899933,7.486000061,41.81000137,25.70496368,47.14500046,48.09049988,11.29026127,15.53100872,69.44999695,117.5313492,6.581873417,32.34163666,135.1067352,99.0462265,92.66059113,29.40999985,31.64999962,28.37999916,51.23592377,144.1928406,23.89546585,36.71606827,,148.4400024,93.68199158,16.67918396,65.89340973,79.50854492,16.68436623,31.20000076,,77.76000214,15.9302063,237.0890961,5.97295475,102.3199997,34.56252289,37.10156631,104.334198,23.80999947,15.72999954,13.09658527,41.52606964,133,,66.56999969,45.66999817,,,56.04999924,50.50005722,,,97.5421524,,19.04999924,18.20000076,,73.88999939,57.81000137,23.60000038,35.94972229,14.94646454,33.34486008,97.45213318,34.56999969,8.030535698,71.53601837,29.10752678,64.66999817,30.14141464,5.005000114,73.83000183,17.04000092,72.47374725,167.7799988,,,47.70440292,1.619294286,9.786449432,59.52856827,22.81774712,91.11000061,38.17988968,26.59000015,97.34999847,78.11120605,5.127922058,104.1399994,,,
2017-06-13,34.89115906,139.0899963,74.97795105,107.5500031,42.44090271,11.96000004,14.07739353,14.34977245,37.94499969,122.4700012,36.11709213,,127.1802521,4.942100525,207.291626,57.18999863,179.1900024,,,38.90000153,,34.40000153,58.78343201,111.0599976,29.17313957,37.86046982,,87.26999664,,27.78939438,63.19746017,78.04849243,,17.63003159,,60.16389847,,0.819999993,24.26704979,82.73999786,6.819404125,135.2799988,147.2400055,7.587999821,42.09000015,26.0057106,47.66999817,48.52500153,11.31036186,15.51351833,70.55000305,116.8269882,6.616835594,32.47742081,135.2421112,99.65827179,92.91712952,29.5,31.64999962,28.63999939,51.59726715,144.7621307,24.47039223,36.91493988,,150.6799927,94.38458252,16.95637131,66.71494293,79.87992096,16.80809402,31.54000092,,79.18000031,15.81152344,238.5709534,6.038798332,102.2200012,34.64256668,37.45533752,105.1922302,25.53000069,15.97000027,12.97985935,41.6464386,134.75,,67.5,46.63000107,,,57.86999893,50.54398727,,,98.86054993,,19.39999962,18.10000038,,74.66000366,58.09000015,23.47999954,37.25963593,15.17509174,33.73819733,98.47587585,34.63000107,8.07437706,71.92867279,29.3758812,64.01000214,30.41512299,5.014999866,74.62000275,16.96999931,72.42010498,169.8999939,,,47.51025391,1.635650873,9.814570427,60.51661682,22.89672852,91.59999847,37.58927917,26.44000053,98.66999817,81.18553162,5.048955441,104.7799988,,,
2017-06-14,34.55078506,138.25,74.71028137,106.1999969,41.61763382,11.77000046,14.26473618,14.447999,37.76250076,122.7399979,36.12660217,,125.4643402,4.901986122,205.2438049,55.40000153,178.1999969,,,38.84999847,,34.34000015,58.87891006,111.0899963,29.23833275,37.74105835,,87.16999817,,27.70173264,63.23550034,77.29459381,,17.44761467,,60.36796188,,0.800000012,23.87721634,82.31999969,6.69678688,134.5299988,146.5599976,7.570000172,41.81000137,25.8730278,47.5379982,48.39649963,11.2165556,15.21618843,67.34999847,116.4937439,6.629947662,32.16061401,135.5418396,99.35224152,90.28774261,29.09000015,31.64999962,28.26000023,51.08768463,142.550415,24.53327751,36.37136078,,150.25,92.83508301,16.76520538,66.35611725,78.79367828,16.68436623,31.05999947,,79.76000214,15.69284153,240.4880981,6.001173496,102.1600037,33.88656998,37.53449631,105.3464966,26.54999924,15.67000008,12.97985935,41.48903656,133.8800049,,66.58000183,46.24000168,,,57.59999847,50.07841492,,,99.24663544,,19.79999924,17.87999916,,74.33999634,57.59999847,23.46999931,37.32755661,14.68926048,33.13615799,96.2405777,34.63000107,8.023227692,71.87390137,29.2506485,63.27000046,30.49209595,4.923999786,74.37999725,16.76000023,71.67790985,169.1399994,,,48.52958298,1.619294286,9.856747627,59.93059921,22.79405594,91.66000366,37.77536392,26.27000046,98.58000183,79.15700531,5.004537106,103,,,
